phone,androidBulletinDate,cadence,endOfLife,spVersion,screenId,comments,cadenceComments,dateOfFirstLiveRelease
Nokia 6.1 Plus,2020-11-01,Monthly,Aug-21,Nov-20,00WW_4 _15C_SP06,SP Only (Android 10),,"November 24, 2020"
Nokia 6.1,2020-11-01,Monthly,Apr-21,Nov-20,00WW_4 _16B_SP01,SP Only (Android 10),,"November 24, 2020"
Nokia 6.1,2020-11-01,Monthly,Apr-21,Nov-20,00WW_4 _15C_SP06,SP Only (Android 10),,"November 24, 2020"
Nokia 2.1,2020-11-01,Quarterly,Aug-21,Nov-20,00WW_4_11C_SP01,SP Only (Android 10 GO),,"November 24, 2020"
Nokia 8.1,2020-11-01,Monthly,Dec-21,Nov-20,00WW_4_31A_SP01,SP Only (Android 10),,"November 23, 2020"
Nokia 5.1,2020-11-01,Monthly,Aug-21,Nov-20,00WW_4_160_SP02,SP Only (Android 10),,"November 23, 2020"
Nokia 3.1,2020-11-01,Monthly,Jul-21,Nov-20,00WW_4_160_SP02,SP Only (Android 10),,"November 23, 2020"
Nokia 2.2,2020-11-01,Monthly,Jun-22,Nov-20,00WW_2_400_SP03,SP Only (Android 10),,"November 23, 2020"
Nokia C3,2020-09-01,Quarterly,Nov-22,Sep-20,00WW_1_100,MR Update and SP (Android 10),,"November 23, 2020"
Nokia 6.2,2020-11-01,Monthly,Oct-22,Nov-20,00WW_2_360_SP05,SP Only (Android 10),,"November 20, 2020"
Nokia 6.2,2020-11-01,Monthly,Oct-22,Nov-20,00WW_2_290_SP07,SP Only (Android 10),,"November 20, 2020"
Nokia 3.4,2020-10-01,Monthly,Nov-23,Oct-20,00WW_1_200,MR Update and SP (Android 10),,"November 19, 2020"
Nokia 3.1 Plus,2020-10-01,Monthly,Oct-21,Oct-20,00WW_3_15K_SP01,SP Only (Android 10),,"November 17, 2020"
Nokia 2.1,2020-11-01,Quarterly,Aug-21,Nov-20,00WW_1_13F_SP13,SP Only (Pie 9 GO),,"November 17, 2020"
Nokia C1,2020-11-01,Quarterly,Dec-21,Nov-20,00WW_1_120,MR Update and SP (Pie 9 GO),,"November 17, 2020"
Nokia 7.2,2020-11-01,Monthly,Sep-22,Nov-20,00WW_2_390,MR Update and SP (Android 10),,"November 17, 2020"
Nokia 8.1,2020-11-01,Monthly,Dec-21,Nov-20,00WW_5_30B_SP08,SP Only (Android 10),,"November 16, 2020"
Nokia 8.1,2020-11-01,Monthly,Dec-21,Nov-20,00WW_4_30B_SP08,SP Only (Android 10),,"November 16, 2020"
Nokia 1 Plus,2020-10-01,Monthly,Feb-22,Oct-20,00WW_2_140_SP01,SP Only (Android 10 GO),Monthly to Quarterly SPs after Feb-21,"November 16, 2020"
Nokia 1.3,2020-10-01,Monthly,Jun-23,Oct-20,00WW_1_180_SP01,SP Only (Android 10 GO),Monthly to Quarterly SPs after Jun-22,"November 12, 2020"
Nokia 2.3,2020-10-01,Monthly,Dec-22,Oct-20,00WW_2_300_SP02,SP Only (Android 10),,"November 11, 2020"
Nokia 5.3,2020-11-01,Monthly,Jun-23,Nov-20,00WW_1_290_SP02,SP Only (Android 10),,"November 09, 2020"
Nokia 2.2,2020-10-01,Monthly,Jun-22,Oct-20,00WW_2_400_SP02,SP Only (Android 10),,"November 09, 2020"
Nokia 1,2020-10-01,Quarterly,Apr-21,Oct-20,00WW_3_110_SP01,SP Only (Android 10 GO),,"November 09, 2020"
Nokia 2.3,2020-10-01,Monthly,Dec-22,Oct-20,00WW_2_330,MR Update and SP (Android 10),,"November 05, 2020"
Nokia 7 Plus,2020-10-01,Monthly,Apr-21,Oct-20,00WW_4 _15D_SP05,SP Only (Android 10),,"November 05, 2020"
Nokia 7.1,2020-10-01,Monthly,Nov-21,Oct-20,00WW_4 _15C_SP05,SP Only (Android 10),,"November 05, 2020"
Nokia 6.1 Plus,2020-10-01,Monthly,Aug-21,Oct-20,00WW_4 _15C_SP05,SP Only (Android 10),,"November 05, 2020"
Nokia 6.1,2020-10-01,Monthly,Apr-21,Oct-20,00WW_4 _15C_SP05,SP Only (Android 10),,"November 05, 2020"
Nokia 9 Pureview,2020-10-01,Monthly,Mar-22,Oct-20,00WW_5_26A,MR Update and SP (Android 10),,"November 04, 2020"
Nokia 5.1 Plus,2020-10-01,Monthly,Oct-21,Oct-20,00WW_3_20A_SP02,SP Only (Android 10),,"November 02, 2020"
Nokia 5.1 Plus,2020-10-01,Monthly,Oct-21,Oct-20,00WW_3_11A_SP05,SP Only (Android 10),,"November 02, 2020"
Nokia 4.2,2020-10-01,Monthly,Apr-22,Oct-20,00WW_2_330_SP03,SP Only (Android 10),,"November 02, 2020"
Nokia 3.2,2020-10-01,Monthly,Apr-22,Oct-20,00WW_2_310_SP04,SP Only (Android 10),,"November 02, 2020"
Nokia 8.3 5G,2020-10-01,Monthly,Nov-23,Oct-20,00WW_1_110_SP01,SP Only (Android 10),,"November 02, 2020"
Nokia 5,2020-10-01,Final guaranteed Security Patch Update,Oct-20,Oct-20,00WW_6_20A_SP01,SP Only (Pie 9),,"October 29, 2020"
Nokia 5,2020-10-01,Final guaranteed Security Patch Update,Oct-20,Oct-20,00WW_6_19B_SP04,SP Only (Pie 9),,"October 29, 2020"
Nokia 8,2020-10-01,Final guaranteed Security Patch Update,Oct-20,Oct-20,00WW_5_15G_SP04,SP Only (Pie 9),,"October 28, 2020"
Nokia 8,2020-10-01,Final guaranteed Security Patch Update,Oct-20,Oct-20,00WW_5_16A,MR Update and SP (Pie 9),,"October 28, 2020"
Nokia 8 Sirocco,2020-10-01,Monthly,May-21,Oct-20,00WW_5_140_SP03,SP Only (Android 10),,"October 28, 2020"
Nokia 5.1,2020-10-01,Monthly,Aug-21,Oct-20,00WW_3_25B_SP14,SP Only (Pie 9),,"October 28, 2020"
Nokia 3.1,2020-10-01,Monthly,Jul-21,Oct-20,00WW_3_25B_SP14,SP Only (Pie 9),,"October 28, 2020"
Nokia 5.1,2020-10-01,Monthly,Aug-21,Oct-20,00WW_4_160_SP01,SP Only (Android 10),,"October 27, 2020"
Nokia 6,2020-10-01,Final guaranteed Security Patch Update,Oct-20,Oct-20,00WW_6_19B_SP04,SP Only (Pie 9),,"October 27, 2020"
Nokia 3.1,2020-10-01,Monthly,Jul-21,Oct-20,00WW_4_160_SP01,SP Only (Android 10),,"October 27, 2020"
Nokia 2.2,2020-09-01,Monthly,Jun-22,Sep-20,00WW_2_400,MR Update and SP (Android 10),,"October 27, 2020"
Nokia 8.1,2020-10-01,Monthly,Dec-21,Oct-20,00WW_5_30B_SP07,SP Only (Android 10),,"October 26, 2020"
Nokia 8.1,2020-10-01,Monthly,Dec-21,Oct-20,00WW_4_30B_SP07,SP Only (Android 10),,"October 26, 2020"
Nokia 5.3,2020-10-01,Monthly,Jun-23,Oct-20,00WW_1_290_SP01,SP Only (Android 10),,"October 26, 2020"
Nokia 2.4,2020-10-01,Monthly,Oct-23,Oct-20,00WW_1_080_SP01,SP Only (Android 10),,"October 26, 2020"
Nokia 1 Plus,2020-09-01,Monthly,Feb-22,Sep-20,00WW_2_140,MR Update and SP (Android 10),Monthly to Quarterly SPs after Feb-21,"October 23, 2020"
Nokia 9 Pureview,2020-10-01,Monthly,Mar-22,Oct-20,00RU_5_25A_SP05,SP Only (Android 10),,"October 21, 2020"
Nokia 9 Pureview,2020-10-01,Monthly,Mar-22,Oct-20,00WW_5_25A_SP05,SP Only (Android 10),,"October 21, 2020"
Nokia 6.2,2020-10-01,Monthly,Oct-22,Oct-20,00WW_2_290_SP06,SP Only (Android 10),,"October 21, 2020"
Nokia 6.2,2020-10-01,Monthly,Oct-22,Oct-20,00WW_2_360_SP04,SP Only (Android 10),,"October 21, 2020"
Nokia 7.2,2020-10-01,Monthly,Sep-22,Oct-20,00WW_2_340_SP04,SP Only (Android 10),,"October 14, 2020"
Nokia 7.2,2020-10-01,Monthly,Sep-22,Oct-20,00WW_2_270_SP06,SP Only (Android 10),,"October 14, 2020"
Nokia C2,2020-10-01,Quarterly,Feb-22,Oct-20,00WW_1_100,MR Update and SP (Pie 9 GO),,"October 12, 2020"
Nokia 6.2,2020-10-01,Monthly,Oct-22,Oct-20,00WW_1_170_SP08,SP Only (Pie 9),,"October 12, 2020"
Nokia 1,2020-09-01,Quarterly,Apr-21,Sep-20,00WW_3_110,MR Update and SP (Android 10 GO),,"October 12, 2020"
Nokia 5.1,2020-09-01,Monthly,Aug-21,Sep-20,00WW_4_160,MR Upgrade and SP (Android 10),,"October 08, 2020"
Nokia 3.1,2020-09-01,Monthly,Jul-21,Sep-20,00WW_4_160,MR Upgrade and SP (Android 10),,"October 07, 2020"
Nokia 3,2020-09-01,Final guaranteed Security Patch Update,Sep-20,Sep-20,00WW_5_230,MR Update and SP (Pie 9),,"October 07, 2020"
Nokia 8.3 5G,2020-09-01,Monthly,Nov-23,Sep-20,00WW_1_110,MR Update and SP (Android 10),,"October 07, 2020"
Nokia 2.4,2020-09-01,Monthly,Oct-23,Sep-20,00WW_1_080,MR Update and SP (Android 10),,"October 07, 2020"
Nokia 2.4,2020-09-01,Monthly,Oct-23,Sep-20,00WW_1_020_SP01,SP Only (Android 10),,"October 05, 2020"
Nokia 2.3,2020-09-01,Monthly,Dec-22,Sep-20,00WW_2_300_SP01,SP Only (Android 10),,"October 05, 2020"
Nokia 3.1 Plus,2020-08-01,Monthly,Oct-21,Aug-20,00WW_3_15K,MR Update and SP (Android 10),,"September 30, 2020"
Nokia 5.3,2020-09-01,Monthly,Jun-23,Sep-20,00WW_1_290,MR Update and SP (Android 10),,"September 29, 2020"
Nokia 2.3,2020-09-01,Monthly,Dec-22,Sep-20,00WW_1_400_SP06,SP Only (Pie 9),,"September 29, 2020"
Nokia 3,2020-09-01,Quarterly,Sep-20,Sep-20,00WW_5_220_SP04,SP Only (Pie 9),,"September 28, 2020"
Nokia 3,2020-09-01,Quarterly,Sep-20,Sep-20,00WW_5_180_SP04,SP Only (Pie 9),,"September 28, 2020"
Nokia 8 Sirocco,2020-09-01,Monthly,May-21,Sep-20,00WW_5_140_SP02,SP Only (Android 10),,"September 28, 2020"
Nokia 6.1,2020-09-01,Monthly,Apr-21,Sep-20,00WW_4 _15C_SP04,SP Only (Android 10),,"September 28, 2020"
Nokia 7 Plus,2020-09-01,Monthly,Apr-21,Sep-20,00WW_4 _15D_SP04,SP Only (Android 10),,"September 28, 2020"
Nokia 6.1 Plus,2020-09-01,Monthly,Aug-21,Sep-20,00WW_4 _15C_SP04,SP Only (Android 10),,"September 28, 2020"
Nokia 7.1,2020-09-01,Monthly,Nov-21,Sep-20,00WW_4 _15C_SP04,SP Only (Android 10),,"September 28, 2020"
Nokia 8.3 5G,2020-09-01,Monthly,Nov-23,Sep-20,00WW_1_070,MR Update and SP (Android 10),,"September 23, 2020"
Nokia 5.3,2020-09-01,Monthly,Jun-23,Sep-20,00WW_1_280,MR Update and SP (Android 10),,"September 23, 2020"
Nokia 1.3,2020-09-01,Monthly,Jun-23,Sep-20,00WW_1_180,MR Update and SP (Android 10 GO),Monthly to Quarterly SPs after Jun-22,"September 23, 2020"
Nokia 7.1,2020-09-01,Monthly,Nov-21,Sep-20,00WW_4_16B,MR Update and SP (Android 10),,"September 22, 2020"
Nokia 7 Plus,2020-09-01,Monthly,Apr-21,Sep-20,00WW_4_16B,MR Update and SP (Android 10),,"September 22, 2020"
Nokia 6.1,2020-09-01,Monthly,Apr-21,Sep-20,00WW_4_16B,MR Update and SP (Android 10),,"September 22, 2020"
Nokia 5.1,2020-09-01,Monthly,Aug-21,Sep-20,00WW_3_25B_SP13,SP Only (Pie 9),,"September 22, 2020"
Nokia 5.1,2020-09-01,Monthly,Aug-21,Sep-20,00WW_3_40A_SP01,SP Only (Pie 9),,"September 22, 2020"
Nokia 3.1,2020-09-01,Monthly,Jul-21,Sep-20,00WW_3_25B_SP13,SP Only (Pie 9),,"September 22, 2020"
Nokia 3.1,2020-09-01,Monthly,Jul-21,Sep-20,00WW_3_31A_SP01,SP Only (Pie 9),,"September 22, 2020"
Nokia 8.1,2020-09-01,Monthly,Dec-21,Sep-20,00WW_5_30B_SP06,SP Only (Android 10),,"September 21, 2020"
Nokia 8.1,2020-09-01,Monthly,Dec-21,Sep-20,00WW_4_30B_SP06,SP Only (Android 10),,"September 21, 2020"
Nokia 6.2,2020-09-01,Monthly,Oct-22,Sep-20,00WW_1_170_SP07,SP Only (Pie 9),,"September 21, 2020"
Nokia 6.2,2020-09-01,Monthly,Oct-22,Sep-20,00WW_2_290_SP05,SP Only (Android 10),,"September 21, 2020"
Nokia 6.2,2020-09-01,Monthly,Oct-22,Sep-20,00WW_2_360_SP03,SP Only (Android 10),,"September 21, 2020"
Nokia 2.2,2020-09-01,Monthly,Jun-22,Sep-20,00WW_1_630_SP12,SP Only (Pie 9),,"September 21, 2020"
Nokia C3,2020-08-01,Quarterly,Nov-22,Aug-20,00WW_1_090,MR Update and SP (Android 10),,"September 15, 2020"
Nokia 9 Pureview,2020-09-01,Monthly,Mar-22,Sep-20,00RU_5_25A_SP04,SP Only (Android 10),,"September 15, 2020"
Nokia 9 Pureview,2020-09-01,Monthly,Mar-22,Sep-20,00WW_5_25A_SP04,SP Only (Android 10),,"September 15, 2020"
Nokia 8.3 5G,2020-09-01,Monthly,Nov-23,Sep-20,00WW_1_060,MR Update and SP (Android 10),,"September 15, 2020"
Nokia 7.2,2020-09-01,Monthly,Sep-22,Sep-20,00WW_2_340_SP03,SP Only (Android 10),,"September 15, 2020"
Nokia 7.2,2020-09-01,Monthly,Sep-22,Sep-20,00WW_2_270_SP05,SP Only (Android 10),,"September 15, 2020"
Nokia C1,2020-08-01,Quarterly,Dec-21,Aug-20,00WW_1_110,MR Update and SP (Pie 9 GO),,"September 10, 2020"
Nokia 8.1,2020-09-01,Monthly,Dec-21,Sep-20,00WW_4_31A,MR Update and SP (Android 10),,"September 09, 2020"
Nokia 4.2,2020-09-01,Monthly,Apr-22,Sep-20,00WW_2_330_SP02,SP Only (Android 10),,"September 09, 2020"
Nokia 3.2,2020-09-01,Monthly,Apr-22,Sep-20,00WW_2_310_SP03,SP Only (Android 10),,"September 09, 2020"
